Date,Open,High,Low,Close,Adj Close,Volume
2015-09-08,219.000000,223.149994,218.899994,219.399994,219.399994,7951
2015-09-09,225.199997,228.500000,223.600006,225.050003,225.050003,7222
2015-09-10,223.350006,225.449997,219.000000,221.050003,221.050003,7490
2015-09-11,221.149994,221.149994,216.949997,216.949997,216.949997,4678
2015-09-14,221.500000,224.600006,220.500000,223.500000,223.500000,6013
2015-09-15,224.000000,224.699997,221.100006,223.550003,223.550003,3798
2015-09-16,225.000000,229.899994,224.500000,229.899994,229.899994,5219
2015-09-17,232.100006,233.500000,230.550003,232.000000,232.000000,9013
2015-09-18,230.500000,231.800003,225.800003,231.149994,231.149994,6003
2015-09-21,230.750000,242.500000,228.899994,240.100006,240.100006,8006
2015-09-22,235.899994,236.500000,229.600006,231.649994,231.649994,6345
2015-09-23,232.550003,236.000000,230.949997,231.300003,231.300003,9263
2015-09-24,233.000000,234.699997,227.050003,228.199997,228.199997,6784
2015-09-25,236.500000,241.149994,235.000000,235.000000,235.000000,6303
2015-09-28,232.449997,232.449997,225.500000,225.500000,225.500000,7009
2015-09-29,219.949997,226.649994,219.149994,222.199997,222.199997,9102
2015-09-30,223.750000,226.699997,217.449997,221.000000,221.000000,10743
2015-10-01,225.500000,225.500000,214.000000,214.149994,214.149994,5061
2015-10-02,215.250000,218.100006,207.000000,216.449997,216.449997,7159
2015-10-05,222.899994,223.699997,218.000000,220.449997,220.449997,5415
2015-10-06,220.250000,220.250000,210.850006,211.350006,211.350006,5326
2015-10-07,211.000000,212.250000,204.199997,206.100006,206.100006,10005
2015-10-08,204.699997,205.300003,197.350006,198.050003,198.050003,8975
2015-10-09,201.000000,201.000000,192.050003,196.600006,196.600006,21785
2015-10-12,194.949997,196.649994,192.000000,193.750000,193.750000,8814
2015-10-13,189.600006,194.850006,185.949997,193.649994,193.649994,9651
2015-10-14,192.750000,194.699997,189.000000,189.500000,189.500000,5419
2015-10-15,191.199997,193.250000,188.000000,191.399994,191.399994,9001
2015-10-16,195.649994,202.250000,195.000000,200.949997,200.949997,11595
2015-10-19,200.199997,202.350006,199.000000,202.199997,202.199997,7750
2015-10-20,201.500000,201.600006,196.699997,198.000000,198.000000,3444
2015-10-21,188.000000,189.250000,183.899994,187.850006,187.850006,16336
2015-10-22,186.100006,193.000000,185.800003,191.399994,191.399994,6342
2015-10-23,192.699997,196.500000,191.000000,191.050003,191.050003,6055
2015-10-26,190.350006,195.000000,186.800003,193.699997,193.699997,6833
2015-10-27,195.199997,196.300003,189.300003,189.449997,189.449997,3969
2015-10-28,191.000000,192.500000,188.850006,192.199997,192.199997,4678
2015-10-29,194.500000,195.000000,192.250000,192.949997,192.949997,4581
2015-10-30,191.750000,192.699997,184.600006,188.850006,188.850006,10116
2015-11-02,187.600006,193.649994,187.449997,193.100006,193.100006,4764
2015-11-03,194.149994,195.300003,192.500000,193.600006,193.600006,4310
2015-11-04,206.399994,213.699997,203.399994,210.649994,210.649994,17918
2015-11-05,213.800003,215.449997,210.699997,211.500000,211.500000,8880
2015-11-06,213.449997,217.000000,212.649994,215.500000,215.500000,4802
2015-11-09,216.250000,216.600006,209.500000,209.699997,209.699997,6328
2015-11-10,209.550003,210.399994,203.050003,203.250000,203.250000,5389
2015-11-11,201.949997,203.949997,199.600006,199.600006,199.600006,7996
2015-11-12,204.899994,206.000000,199.000000,202.199997,202.199997,4582
2015-11-13,198.000000,199.550003,194.149994,196.250000,196.250000,2873
2015-11-16,193.350006,198.250000,192.000000,197.300003,197.300003,5275
2015-11-17,201.500000,202.449997,198.500000,200.600006,200.600006,4088
2015-11-18,200.800003,207.250000,199.800003,207.199997,207.199997,2332
2015-11-19,207.449997,211.000000,205.500000,207.300003,207.300003,6267
2015-11-20,207.899994,209.800003,207.000000,207.100006,207.100006,4634
2015-11-23,207.000000,207.500000,201.649994,205.949997,205.949997,5208
2015-11-24,205.399994,206.149994,201.600006,205.100006,205.100006,3500
2015-11-25,204.000000,215.100006,203.550003,213.600006,213.600006,7515
2015-11-26,216.899994,217.899994,215.149994,216.500000,216.500000,4133
2015-11-27,216.750000,219.300003,214.649994,216.600006,216.600006,8672
2015-11-30,218.899994,221.199997,216.750000,217.500000,217.500000,10890
2015-12-01,218.899994,221.699997,217.449997,220.600006,220.600006,4148
2015-12-02,223.050003,225.149994,222.399994,222.500000,222.500000,3441
2015-12-03,220.000000,223.199997,215.500000,215.850006,215.850006,7175
2015-12-04,215.250000,216.000000,208.199997,211.250000,211.250000,5562
2015-12-07,212.300003,214.100006,210.000000,213.350006,213.350006,4665
2015-12-08,212.850006,213.000000,206.000000,208.199997,208.199997,9875
2015-12-09,208.850006,208.850006,204.149994,204.149994,204.149994,2308
2015-12-10,204.500000,207.300003,204.100006,207.149994,207.149994,3043
2015-12-11,208.750000,208.750000,201.199997,201.500000,201.500000,3856
2015-12-14,199.949997,201.250000,195.000000,195.000000,195.000000,7619
2015-12-15,197.600006,202.750000,197.600006,201.350006,201.350006,3368
2015-12-16,202.899994,211.199997,202.649994,210.500000,210.500000,1925
2015-12-17,215.399994,217.750000,212.449997,215.100006,215.100006,4836
2015-12-18,212.550003,217.000000,212.050003,215.300003,215.300003,6073
2015-12-21,213.149994,215.850006,212.250000,212.250000,212.250000,7275
2015-12-22,214.000000,215.000000,211.449997,212.399994,212.399994,2651
2015-12-23,211.899994,214.050003,211.000000,213.050003,213.050003,1322
2015-12-25,213.050003,213.050003,213.050003,213.050003,213.050003,0
2015-12-28,211.500000,211.500000,207.850006,207.850006,207.850006,3435
2015-12-29,209.550003,214.000000,208.199997,214.000000,214.000000,3183
2015-12-30,217.000000,217.199997,214.800003,216.199997,216.199997,1517
2016-01-04,217.250000,217.250000,202.750000,206.300003,206.300003,13330
2016-01-05,208.149994,210.250000,206.000000,207.800003,207.800003,3996
2016-01-06,206.949997,207.000000,201.449997,202.750000,202.750000,3878
2016-01-07,199.000000,201.050003,195.000000,199.550003,199.550003,10276
2016-01-08,200.699997,203.000000,197.250000,197.250000,197.250000,4667
2016-01-11,195.000000,196.600006,188.949997,189.699997,189.699997,5436
2016-01-12,190.300003,197.000000,190.250000,192.000000,192.000000,5740
2016-01-13,195.649994,197.850006,190.699997,191.250000,191.250000,4255
2016-01-14,187.649994,188.000000,178.000000,184.500000,184.500000,10557
2016-01-15,188.449997,188.600006,180.000000,183.050003,183.050003,9240
2016-01-18,189.500000,189.899994,187.500000,187.649994,187.649994,3283
2016-01-19,192.000000,192.800003,187.199997,191.350006,191.350006,7507
2016-01-20,184.850006,185.199997,175.699997,179.500000,179.500000,8966
2016-01-21,181.750000,187.000000,180.949997,183.500000,183.500000,5832
2016-01-22,187.750000,191.000000,186.550003,187.500000,187.500000,5568
2016-01-25,187.750000,187.800003,184.100006,184.399994,184.399994,3010
2016-01-26,180.300003,184.149994,174.500000,176.149994,176.149994,6473
2016-01-27,177.800003,178.449997,173.699997,176.600006,176.600006,2765
2016-01-28,174.600006,176.199997,166.850006,168.199997,168.199997,9742
2016-01-29,173.899994,178.100006,171.500000,177.350006,177.350006,3161
2016-02-01,176.500000,181.600006,168.000000,181.600006,181.600006,16609
2016-02-02,180.750000,180.899994,172.350006,173.649994,173.649994,5112
2016-02-03,168.199997,170.000000,154.800003,157.550003,157.550003,8831
2016-02-04,157.399994,157.649994,149.949997,154.199997,154.199997,15734
2016-02-05,153.750000,156.800003,144.449997,145.449997,145.449997,8538
2016-02-08,147.050003,147.050003,135.149994,136.350006,136.350006,17094
2016-02-09,132.800003,141.149994,124.199997,134.149994,134.149994,26006
2016-02-10,130.000000,138.449997,129.500000,131.699997,131.699997,15949
2016-02-11,141.949997,144.100006,127.650002,135.600006,135.600006,25613
2016-02-12,134.850006,139.199997,128.449997,133.750000,133.750000,15448
2016-02-15,137.800003,141.600006,136.149994,140.000000,140.000000,6961
2016-02-16,141.949997,145.699997,138.550003,139.100006,139.100006,13742
2016-02-17,138.949997,150.000000,138.949997,148.800003,148.800003,10174
2016-02-18,154.149994,157.050003,149.500000,150.600006,150.600006,24981
2016-02-19,150.000000,151.000000,146.350006,148.649994,148.649994,5637
2016-02-22,152.649994,160.199997,151.800003,160.000000,160.000000,14520
2016-02-23,160.500000,164.850006,158.550003,160.649994,160.649994,14690
2016-02-24,161.600006,161.750000,153.750000,155.699997,155.699997,9378
2016-02-25,162.449997,165.100006,159.500000,162.449997,162.449997,7550
2016-02-26,170.000000,174.399994,170.000000,173.050003,173.050003,8913
2016-02-29,173.000000,179.850006,172.300003,178.050003,178.050003,17072
2016-03-01,177.000000,180.350006,177.000000,177.699997,177.699997,8370
2016-03-02,170.250000,173.199997,167.000000,170.600006,170.600006,16981
2016-03-03,173.800003,173.949997,168.850006,172.550003,172.550003,7781
2016-03-04,179.050003,184.050003,178.250000,183.399994,183.399994,8622
2016-03-07,183.000000,185.750000,180.199997,185.000000,185.000000,5486
2016-03-08,185.899994,187.649994,183.199997,184.800003,184.800003,7775
2016-03-09,185.500000,188.600006,184.750000,187.350006,187.350006,6074
2016-03-10,190.000000,198.949997,181.600006,181.600006,181.600006,20500
2016-03-11,186.350006,188.250000,185.250000,185.750000,185.750000,11326
2016-03-14,189.000000,195.000000,188.000000,192.449997,192.449997,9403
2016-03-15,193.449997,193.699997,190.500000,192.899994,192.899994,7375
2016-03-16,196.550003,200.699997,195.350006,198.600006,198.600006,17063
2016-03-17,198.800003,198.800003,193.600006,198.250000,198.250000,11690
2016-03-18,200.600006,206.449997,200.199997,205.000000,205.000000,12157
2016-03-21,206.399994,212.000000,205.449997,211.350006,211.350006,19090
2016-03-22,212.300003,212.800003,208.550003,212.500000,212.500000,11272
2016-03-23,209.500000,210.500000,202.399994,203.000000,203.000000,14872
2016-03-24,193.050003,203.500000,190.250000,201.100006,201.100006,23059
2016-03-29,207.000000,209.000000,202.500000,202.699997,202.699997,15092
2016-03-30,204.449997,207.949997,201.600006,201.699997,201.699997,18073
2016-03-31,201.000000,203.750000,197.649994,202.850006,202.850006,15878
2016-04-01,208.199997,220.800003,207.000000,209.399994,209.399994,60920
2016-04-04,212.750000,219.899994,212.149994,216.100006,216.100006,42654
2016-04-05,209.649994,217.550003,208.300003,216.350006,216.350006,22595
2016-04-06,222.100006,230.399994,221.000000,229.649994,229.649994,32257
2016-04-07,232.300003,237.399994,225.600006,229.300003,229.300003,39163
2016-04-08,227.149994,230.000000,224.850006,227.500000,227.500000,24214
2016-04-11,219.449997,226.199997,215.050003,224.449997,224.449997,21720
2016-04-12,219.850006,220.850006,217.000000,217.850006,217.850006,12477
2016-04-13,218.350006,223.750000,218.250000,223.000000,223.000000,9161
2016-04-14,225.500000,227.600006,223.899994,224.649994,224.649994,7869
2016-04-15,224.100006,224.550003,221.899994,224.050003,224.050003,4978
2016-04-18,223.000000,228.000000,222.100006,224.000000,224.000000,8014
2016-04-19,224.699997,226.000000,215.350006,216.199997,216.199997,11490
2016-04-20,216.949997,222.600006,212.800003,222.500000,222.500000,16215
2016-04-21,222.449997,222.449997,216.399994,221.500000,221.500000,8498
2016-04-22,219.100006,222.000000,218.899994,220.800003,220.800003,4595
2016-04-25,225.000000,228.500000,222.649994,226.350006,226.350006,8779
2016-04-26,223.750000,224.699997,220.399994,223.600006,223.600006,5562
2016-04-27,222.649994,225.000000,220.899994,221.850006,221.850006,7581
2016-04-28,220.550003,224.000000,219.000000,223.550003,223.550003,3849
2016-04-29,219.000000,219.199997,211.000000,211.000000,211.000000,12356
2016-05-02,210.600006,210.649994,198.000000,204.850006,204.850006,11945
2016-05-03,208.750000,209.250000,202.250000,202.899994,202.899994,5132
2016-05-04,201.600006,203.100006,196.649994,196.949997,196.949997,11484
2016-05-05,201.199997,204.899994,186.500000,188.100006,188.100006,13394
2016-05-06,185.600006,187.000000,182.050003,186.149994,186.149994,15755
2016-05-09,189.000000,191.850006,184.949997,184.949997,184.949997,10455
2016-05-10,183.899994,185.250000,180.500000,182.250000,182.250000,7037
2016-05-11,182.899994,186.149994,180.600006,186.149994,186.149994,9660
2016-05-12,182.699997,187.100006,178.699997,180.149994,180.149994,13620
2016-05-13,182.000000,186.699997,181.800003,185.800003,185.800003,8471
2016-05-17,184.649994,185.649994,181.899994,182.600006,182.600006,11119
2016-05-18,185.300003,190.300003,185.000000,188.550003,188.550003,11031
2016-05-19,188.100006,192.899994,186.199997,186.750000,186.750000,13770
2016-05-20,195.000000,197.500000,190.000000,194.899994,194.899994,19015
2016-05-23,197.350006,198.600006,194.149994,195.500000,195.500000,18642
2016-05-24,193.000000,195.750000,192.800003,194.800003,194.800003,11667
2016-05-25,196.000000,197.800003,193.850006,197.199997,197.199997,12052
2016-05-26,197.100006,200.000000,196.000000,199.850006,199.850006,6099
2016-05-27,201.100006,203.000000,198.500000,199.399994,199.399994,11394
2016-05-30,202.399994,203.600006,201.149994,201.899994,201.899994,3073
2016-05-31,201.000000,201.899994,198.899994,200.149994,200.149994,7053
2016-06-01,201.100006,201.100006,194.300003,195.000000,195.000000,9650
2016-06-02,196.149994,197.250000,194.350006,195.199997,195.199997,4544
2016-06-03,197.399994,198.399994,192.500000,192.750000,192.750000,6240
2016-06-06,193.699997,194.000000,189.600006,193.500000,193.500000,6292
2016-06-07,194.850006,203.500000,193.949997,203.500000,203.500000,8493
2016-06-08,204.699997,211.100006,203.699997,206.449997,206.449997,7729
2016-06-09,206.850006,207.199997,204.949997,205.399994,205.399994,7791
2016-06-10,199.399994,202.250000,196.000000,197.149994,197.149994,8127
2016-06-13,195.000000,200.000000,193.050003,197.750000,197.750000,9247
2016-06-14,193.500000,197.649994,192.800003,193.100006,193.100006,6310
2016-06-15,191.800003,195.899994,191.149994,194.949997,194.949997,6554
2016-06-16,192.000000,196.350006,191.800003,193.350006,193.350006,5637
2016-06-17,193.850006,195.000000,192.550003,193.550003,193.550003,1994
2016-06-20,192.100006,197.500000,192.100006,197.199997,197.199997,6347
2016-06-21,194.399994,197.500000,194.399994,195.350006,195.350006,4053
2016-06-22,173.100006,182.399994,171.300003,180.000000,180.000000,82380
2016-06-23,172.449997,173.500000,168.850006,170.699997,170.699997,60782
2016-06-24,167.000000,175.899994,164.500000,173.500000,173.500000,26276
2016-06-27,174.949997,177.850006,171.449997,172.000000,172.000000,14708
2016-06-28,180.500000,184.449997,179.149994,182.100006,182.100006,16481
2016-06-29,183.600006,187.949997,183.000000,187.949997,187.949997,9732
2016-06-30,189.399994,192.250000,188.500000,190.600006,190.600006,19953
2016-07-01,184.350006,192.550003,183.050003,191.449997,191.449997,20982
2016-07-04,191.500000,192.500000,185.750000,186.500000,186.500000,10867
2016-07-05,185.500000,189.649994,184.149994,189.000000,189.000000,10000
2016-07-06,191.000000,192.500000,188.750000,190.649994,190.649994,14330
2016-07-07,192.300003,196.199997,191.600006,194.949997,194.949997,7933
2016-07-08,194.649994,198.899994,193.550003,196.300003,196.300003,8501
2016-07-11,196.800003,204.600006,196.649994,203.850006,203.850006,20873
2016-07-12,200.800003,205.000000,199.199997,204.199997,204.199997,7737
2016-07-13,202.750000,204.000000,198.750000,199.899994,199.899994,9425
2016-07-14,200.800003,202.449997,199.550003,199.899994,199.899994,6477
2016-07-15,199.100006,201.000000,198.250000,199.350006,199.350006,5167
2016-07-18,198.750000,204.050003,197.449997,203.050003,203.050003,6802
2016-07-19,204.399994,208.149994,203.050003,206.550003,206.550003,7704
2016-07-20,205.500000,208.000000,204.800003,207.550003,207.550003,6336
2016-07-21,208.000000,208.899994,203.000000,203.600006,203.600006,15746
2016-07-22,200.000000,203.600006,198.600006,203.600006,203.600006,10033
2016-07-25,202.500000,209.000000,201.699997,208.449997,208.449997,9440
2016-07-26,208.500000,209.649994,204.800003,207.000000,207.000000,10751
2016-07-27,209.250000,211.500000,206.800003,209.649994,209.649994,7169
2016-07-28,205.500000,206.600006,204.500000,205.699997,205.699997,3798
2016-07-29,207.899994,210.149994,206.449997,210.050003,210.050003,2571
2016-08-01,211.000000,211.500000,206.100006,209.800003,209.800003,14111
2016-08-02,206.000000,206.250000,197.399994,199.300003,199.300003,8539
2016-08-03,203.000000,205.000000,201.949997,202.550003,202.550003,6067
2016-08-04,199.600006,203.600006,199.500000,202.500000,202.500000,6724
2016-08-05,206.899994,209.800003,205.899994,207.100006,207.100006,3937
2016-08-08,204.500000,207.000000,204.250000,205.600006,205.600006,6798
2016-08-09,204.699997,208.050003,203.149994,205.550003,205.550003,8159
2016-08-10,204.949997,206.449997,201.250000,201.350006,201.350006,6447
2016-08-11,202.199997,203.399994,200.050003,200.149994,200.149994,3432
2016-08-12,201.500000,202.649994,200.399994,202.399994,202.399994,4259
2016-08-15,202.000000,205.000000,201.949997,204.149994,204.149994,6531
2016-08-16,200.449997,200.600006,198.500000,200.199997,200.199997,5630
2016-08-17,199.300003,199.300003,197.850006,197.949997,197.949997,3372
2016-08-18,197.100006,199.000000,197.000000,198.699997,198.699997,3990
2016-08-19,196.699997,198.149994,196.649994,198.000000,198.000000,3238
2016-08-22,199.000000,199.850006,197.300003,197.300003,197.300003,4245
2016-08-23,197.350006,200.000000,197.000000,200.000000,200.000000,3424
2016-08-24,201.350006,201.600006,198.949997,199.199997,199.199997,10926
2016-08-25,198.050003,198.149994,196.750000,197.750000,197.750000,4317
2016-08-26,196.500000,197.399994,195.750000,196.000000,196.000000,5467
2016-08-29,196.000000,197.300003,192.850006,193.899994,193.899994,6560
2016-08-30,193.000000,193.250000,190.300003,190.800003,190.800003,6449
2016-08-31,189.350006,190.600006,187.500000,189.000000,189.000000,7174
2016-09-01,191.000000,192.350006,179.449997,181.699997,181.699997,15419
2016-09-02,180.399994,181.850006,177.600006,179.100006,179.100006,23198
2016-09-05,178.000000,179.750000,176.850006,179.199997,179.199997,8787
2016-09-06,179.949997,181.750000,178.300003,180.300003,180.300003,10986
2016-09-07,181.300003,184.100006,179.000000,179.600006,179.600006,17019
2016-09-08,179.649994,179.949997,173.699997,176.699997,176.699997,18799
2016-09-09,175.000000,178.100006,174.500000,175.800003,175.800003,8605
2016-09-12,171.600006,177.699997,170.199997,177.199997,177.199997,12676
2016-09-13,176.699997,177.350006,172.250000,172.949997,172.949997,6402
2016-09-14,174.649994,175.600006,173.500000,174.000000,174.000000,4300
2016-09-15,174.850006,178.100006,173.649994,177.100006,177.100006,3160
2016-09-16,178.399994,182.550003,176.750000,182.550003,182.550003,3261
2016-09-19,184.500000,187.100006,183.500000,185.699997,185.699997,8385
2016-09-20,184.850006,185.350006,182.800003,183.350006,183.350006,4591
